,state,pollster,sponsor,start.date,end.date,entry.date.time..et.,number.of.observations,population,mode,biden,trump,biden_margin,other,undecided,url,TRUE,notes
28,WI,Civiqs,,9/11/2020,9/15/2020,9/18/2020 13:43:00,704,rv,Online,51.0,44.0,7.0,,,https://drive.google.com/file/d/1glYrDb6O5w2cJH2EjGjx9oIN7Z301b_I/view,True,
29,PA,Civiqs,,9/11/2020,9/15/2020,9/18/2020 13:43:00,549,rv,Online,52.0,45.0,7.0,,,https://drive.google.com/file/d/1-sIWzRRaoTXBYsilhoKQwy0GjrBhtPi4/view,True,
30,OH,Civiqs,,9/11/2020,9/15/2020,9/18/2020 13:43:00,556,rv,Online,45.0,48.0,-3.0,,,https://drive.google.com/file/d/1TYPFg4nrZYMUwC3cFX8-hMGWESa72wMh/view,True,
31,MI,Civiqs,,9/11/2020,9/15/2020,9/18/2020 13:43:00,517,rv,Online,53.0,42.0,11.0,,,https://drive.google.com/file/d/1MnN8_rRNinle5U0mqlkF4Gs2XOhROk_w/view,True,
32,--,Data for Progress,,9/15/2020,9/15/2020,9/18/2020 13:42:00,809,rv,Online,53.0,42.0,11.0,,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit,True,
33,--,Marist College,NPR/PBS Newshour,9/11/2020,9/16/2020,9/18/2020 13:41:00,723,lv,Live Phone,52.0,43.0,9.0,,,http://maristpoll.marist.edu/wp-content/uploads/2020/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_202009171415.pdf,True,
34,NC,NYT/Siena College,,9/11/2020,9/16/2020,9/18/2020 8:50:00,653,lv,Live Phone,45.0,44.0,1.0,3.0,,https://int.nyt.com/data/documenttools/az-me-nc-0920-crosstabs/72d074246b272695/full.pdf,True,
35,ME,NYT/Siena College,,9/11/2020,9/16/2020,9/18/2020 8:50:00,663,lv,Live Phone,55.0,38.0,17.0,,,https://int.nyt.com/data/documenttools/az-me-nc-0920-crosstabs/72d074246b272695/full.pdf,True,
36,AZ,NYT/Siena College,,9/10/2020,9/15/2020,9/18/2020 8:50:00,653,lv,Live Phone,49.0,40.0,9.0,4.0,,https://int.nyt.com/data/documenttools/az-me-nc-0920-crosstabs/72d074246b272695/full.pdf,True,
37,MI,EPIC-MRA,,9/10/2020,9/15/2020,9/18/2020 8:50:00,600,lv,Live Phone,48.0,40.0,8.0,,,https://www.woodtv.com/wp-content/uploads/sites/51/2020/09/September-Statewide-EPIC-MRA-poll-091820.pdf,True,
38,AZ,Monmouth University,,9/11/2020,9/15/2020,9/17/2020 13:30:00,420,lv,Live Phone,48.0,47.0,1.0,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_az_091720.pdf/,True,
39,CA,Public Policy Institute of California,,9/4/2020,9/13/2020,9/17/2020 8:55:00,1168,lv,Live Phone,60.0,31.0,29.0,5.0,,https://www.ppic.org/wp-content/uploads/ppic-statewide-survey-californians-and-their-government-september-2020.pdf,True,
40,UT,RMG Research,,9/7/2020,9/12/2020,9/17/2020 8:55:00,1000,lv,Online,35.0,53.0,-18.0,5.0,,https://www.deseret.com/utah/2020/9/16/21439705/poll-are-you-better-off-than-you-were-4-years-ago-what-about-the-country-trump-biden-race,True,
41,NC,Suffolk University,,9/11/2020,9/14/2020,9/17/2020 8:55:00,500,lv,Live Phone,46.0,43.0,3.0,5.0,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/9_17_2020_final_marginals_pdftxt.pdf,True,
42,NC,Kaiser Family Foundation,,8/29/2020,9/13/2020,9/17/2020 8:55:00,1172,lv,Live Phone,45.0,43.0,2.0,,,https://www.kff.org/other/report/sun-belt-voices-project/,True,
43,FL,Kaiser Family Foundation,,8/29/2020,9/13/2020,9/17/2020 8:55:00,1009,lv,Live Phone,43.0,42.0,1.0,,,https://www.kff.org/other/report/sun-belt-voices-project/,True,
44,AZ,Kaiser Family Foundation,,8/29/2020,9/13/2020,9/17/2020 8:55:00,1298,lv,Live Phone,45.0,40.0,5.0,,,https://www.kff.org/other/report/sun-belt-voices-project/,True,
45,SC,Quinnipiac University,,9/10/2020,9/14/2020,9/16/2020 14:45:00,969,lv,Live Phone,45.0,51.0,-6.0,,,https://poll.qu.edu/kentucky/release-detail?ReleaseID=3673,True,
46,ME,Quinnipiac University,,9/10/2020,9/14/2020,9/16/2020 14:45:00,1183,lv,Live Phone,59.0,38.0,21.0,,,https://poll.qu.edu/kentucky/release-detail?ReleaseID=3673,True,
47,KY,Quinnipiac University,,9/10/2020,9/14/2020,9/16/2020 14:45:00,1164,lv,Live Phone,38.0,58.0,-20.0,,,https://poll.qu.edu/kentucky/release-detail?ReleaseID=3673,True,
48,--,Ipsos,Reuters,9/11/2020,9/15/2020,9/16/2020 10:52:00,859,lv,Online,50.0,41.0,9.0,,,https://fingfx.thomsonreuters.com/gfx/mkt/qzjvqnkqrpx/Topline%20Reuters%20General%20Election%20Tracker%2009%2015%202020.pdf,True,
49,CA,David Binder Research,,8/22/2020,8/24/2020,9/16/2020 8:55:00,800,lv,Online,61.0,31.0,30.0,,,https://twitter.com/davidbinder/status/1298608653235294214,True,
50,--,YouGov,Economist,9/13/2020,9/15/2020,9/16/2020 8:52:00,1061,lv,Online,51.0,42.0,9.0,,,https://today.yougov.com/topics/economist/survey-results,True,
51,WI,ABC News/Washington Post,,9/8/2020,9/13/2020,9/16/2020 8:52:00,615,lv,Live Phone,52.0,46.0,6.0,,,https://www.langerresearch.com/wp-content/uploads/1216a12020StateBattlegrounds-WIMN.pdf,True,
52,MN,ABC News/Washington Post,,9/8/2020,9/13/2020,9/16/2020 8:52:00,705,lv,Live Phone,57.0,41.0,16.0,,,https://www.langerresearch.com/wp-content/uploads/1216a12020StateBattlegrounds-WIMN.pdf,True,
53,VA,Virginia Commonwealth University,,8/28/2020,9/7/2020,9/15/2020 14:07:00,693,lv,Live Phone,53.0,39.0,14.0,,,https://oppo.vcu.edu/media/oppo/September2020Release1final.pdf,True,
54,FL,Monmouth University,,9/10/2020,9/13/2020,9/15/2020 13:07:00,428,lv,Live Phone,50.0,46.0,4.0,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_fl_091520.pdf/,True,average of LV filters (rounded)
55,WI,SSRS,CNN,9/9/2020,9/13/2020,9/15/2020 12:30:00,816,lv,Live Phone,52.0,42.0,10.0,3.0,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_wi.pdf,True,
56,NC,SSRS,CNN,9/9/2020,9/13/2020,9/15/2020 12:30:00,767,lv,Live Phone,49.0,46.0,3.0,3.0,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_nc.pdf,True,
57,--,NORC,AP,7/6/2020,7/28/2020,9/15/2020 9:38:00,1863,rv,Live Phone,48.0,34.0,14.0,,,https://docs.google.com/spreadsheets/d/1UJutuoMqnGlvzW95bJcaWLvZNIDNjVVAgT62HNIQGqA/edit#gid=1848248349,True,
58,FL,Florida Atlantic University,,9/11/2020,9/12/2020,9/15/2020 9:36:00,641,lv,IVR/Online,50.0,50.0,0.0,,,https://business.fau.edu/departments/economics/business-economics-polling/bepi-polls/bepi-polls-2020/florida-2020-its-the-economy.php,True,
59,MN,Morning Consult,,9/4/2020,9/13/2020,9/15/2020 9:35:00,643,lv,Online,48.0,44.0,4.0,,,https://morningconsult.com/2020/09/15/biden-holds-slim-edge-over-trump-in-minnesota-ahead-of-visits/,True,
60,--,Morning Consult,,9/11/2020,9/13/2020,9/15/2020 9:35:00,12965,lv,Online,51.0,43.0,8.0,,,https://morningconsult.com/2020-presidential-election-tracker/,True,monday release
61,--,RMG Research,,9/10/2020,9/12/2020,9/14/2020 16:45:00,941,lv,Online,48.0,43.0,5.0,3.0,,https://justthenews.com/politics-policy/polling/biden-maintains-5-point-lead-trump-among-likely-voters,True,
62,NC,SurveyUSA,,9/10/2020,9/13/2020,9/14/2020 16:45:00,596,lv,Online,47.0,47.0,0.0,,,https://wwwcache.wral.com/asset/news/state/nccapitol/2020/09/14/19286159/PollPrint-DMID1-5o6uj4sqc.pdf,True,
63,NC,Trafalgar Group,,9/9/2020,9/11/2020,9/14/2020 16:45:00,1046,lv,IVR,46.0,48.0,-2.0,5.0,,https://drive.google.com/file/d/1PIe4nvZYQ2UZ5e30NenDolEgi1QlYl8_/view,True,
64,CO,Global Strategy Group,,8/28/2020,9/1/2020,9/14/2020 10:40:00,800,lv,Online,50.0,39.0,11.0,6.0,,https://www.globalstrategygroup.com/wp-content/uploads/2020/09/CO-Mountaineer-Q3-Survey-Topline-F09.03.20.pdf,True,
65,AZ,OH Predictive Insights,,9/8/2020,9/10/2020,9/14/2020 9:14:00,600,lv,Live Phone,52.0,42.0,10.0,,,https://f.hubspotusercontent40.net/hubfs/7453540/200908%20AZPOP/AZPOP%20Presidential%20Crosstabs.pdf,True,
66,--,USC Dornsife,,9/6/2020,9/12/2020,9/13/2020 11:40:00,2797,lv,Online,52.0,42.0,10.0,,,https://election.usc.edu/,True,monday release
67,WI,Morning Consult,,9/3/2020,9/12/2020,9/13/2020 11:40:00,769,lv,Online,50.0,43.0,7.0,,,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,True,sunday release -- replace with monday
68,MN,YouGov,CBS News,9/9/2020,9/11/2020,9/13/2020 11:40:00,1087,lv,Online,50.0,41.0,9.0,,,https://drive.google.com/file/d/1HgXF5rfA2yev5hD6mi4sCVgTmof3XPJ4/view,True,
69,AZ,YouGov,CBS News,9/9/2020,9/11/2020,9/13/2020 11:40:00,1106,lv,Online,47.0,44.0,3.0,,,https://drive.google.com/file/d/1hr0WLAZhvP2k_BOL7sRwEifQgu2JAOTU/view,True,
70,--,Fox News/Beacon Research/Shaw & Co. Research,,9/7/2020,9/10/2020,9/13/2020 11:40:00,1191,lv,Live Phone,51.0,46.0,5.0,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/09/Fox_September-7-10-2020_Complete_National_Topline_September-13-Release.pdf,True,
71,AZ,Gravis Marketing,,9/10/2020,9/11/2020,9/12/2020 8:00:00,684,lv,IVR,50.0,48.0,2.0,,,https://gravismarketing.com/wp-content/uploads/2020/09/Arizona-September-11-2020.pdf,True,
72,NH,NYT/Siena College,,9/8/2020,9/10/2020,9/12/2020 8:00:00,445,lv,Live Phone,45.0,42.0,3.0,4.0,,https://int.nyt.com/data/documenttools/crosstabs-MN-NH-NV-WI.pdf/80f8e4634fe6f880/full.pdf,True,
73,WI,NYT/Siena College,,9/8/2020,9/10/2020,9/12/2020 8:00:00,760,lv,Live Phone,48.0,43.0,5.0,2.0,,https://int.nyt.com/data/documenttools/crosstabs-MN-NH-NV-WI.pdf/80f8e4634fe6f880/full.pdf,True,
74,NV,NYT/Siena College,,9/8/2020,9/10/2020,9/12/2020 8:00:00,462,lv,Live Phone,46.0,42.0,4.0,3.0,,https://int.nyt.com/data/documenttools/crosstabs-MN-NH-NV-WI.pdf/80f8e4634fe6f880/full.pdf,True,
75,MN,NYT/Siena College,,9/8/2020,9/10/2020,9/12/2020 8:00:00,814,lv,Live Phone,50.0,41.0,9.0,3.0,,https://int.nyt.com/data/documenttools/crosstabs-MN-NH-NV-WI.pdf/80f8e4634fe6f880/full.pdf,True,
76,--,YouGov,Yahoo,9/9/2020,9/11/2020,9/11/2020 17:42:00,1477,a,Online,49.0,39.0,10.0,,,https://news.yahoo.com/new-yahoo-news-you-gov-poll-biden-opens-10-point-lead-215044674.html,True,
77,OR,DHM Research,,9/3/2020,9/8/2020,9/11/2020 17:12:00,502,lv,Online,51.0,39.0,12.0,,,https://www.dhmresearch.com/joe-biden-leads-by-12-points-among-oregon-voters-worry-about-covid-19-spread-remains-high/,True,
78,--,Opimium,,9/4/2020,9/10/2020,9/11/2020 12:39:00,1234,lv,Online,51.0,42.0,9.0,,,https://www.opinium.com/resource-center/bidens-bounce-fades-but-retains-lead-over-trump/,True,
79,IN,Change Research,,9/3/2020,9/7/2020,9/10/2020 22:40:00,1033,lv,Online,30.0,53.0,-23.0,5.0,,http://indypolitics.org/polling-positions-part-one/,True,
80,PA,TargetSmart,,9/3/2020,9/6/2020,9/10/2020 15:10:00,853,lv,Live Phone/Online,51.0,44.0,7.0,,,http://tsinsights.staging.wpengine.com/wp-content/uploads/2020/09/pa_crosstabs_freq.pdf,True,
81,--,Monmouth University,,9/3/2020,9/8/2020,9/10/2020 11:15:00,758,lv,Live Phone,51.0,44.0,7.0,2.0,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_091020.pdf/,True,
82,FL,Benenson Strategy Group/GS Strategy Group,,8/28/2020,9/8/2020,9/10/2020 10:08:00,1600,lv,Live Phone,48.0,46.0,2.0,,,https://states.aarp.org/florida/2020-election-poll,True,
83,AZ,Benenson Strategy Group/GS Strategy Group,,8/28/2020,9/8/2020,9/10/2020 10:08:00,1600,lv,Live Phone,48.0,47.0,1.0,,,https://states.aarp.org/florida/2020-election-poll,True,
84,MI,Benenson Strategy Group/GS Strategy Group,,8/28/2020,9/8/2020,9/10/2020 10:08:00,1600,lv,Live Phone,50.0,43.0,7.0,,,https://states.aarp.org/florida/2020-election-poll,True,
85,PA,Benenson Strategy Group/GS Strategy Group,,8/28/2020,9/8/2020,9/10/2020 10:08:00,1600,lv,Live Phone,49.0,46.0,3.0,,,https://states.aarp.org/florida/2020-election-poll,True,
86,WI,Benenson Strategy Group/GS Strategy Group,,8/28/2020,9/8/2020,9/10/2020 10:08:00,1200,lv,Live Phone,50.0,45.0,5.0,,,https://states.aarp.org/florida/2020-election-poll,True,
87,NC,Benenson Strategy Group/GS Strategy Group,,8/28/2020,9/8/2020,9/10/2020 10:08:00,1600,lv,Live Phone,48.0,48.0,0.0,,,https://states.aarp.org/florida/2020-election-poll,True,
88,IA,Fabrizio Ward/Hart Research Associates,,8/30/2020,9/5/2020,9/10/2020 10:08:00,1600,lv,Live Phone,45.0,47.0,-2.0,,,https://states.aarp.org/iowa/2020-election-poll,True,
89,GA,Fabrizio Ward/Hart Research Associates,,8/30/2020,9/5/2020,9/10/2020 10:08:00,1558,lv,Live Phone,47.0,46.0,1.0,,,https://states.aarp.org/iowa/2020-election-poll,True,
90,CO,Fabrizio Ward/Hart Research Associates,,8/30/2020,9/5/2020,9/10/2020 10:08:00,1549,lv,Live Phone,50.0,40.0,10.0,,,https://states.aarp.org/iowa/2020-election-poll,True,
91,ME,Fabrizio Ward/Hart Research Associates,,8/30/2020,9/5/2020,9/10/2020 10:08:00,1886,lv,Live Phone,54.0,40.0,14.0,,,https://states.aarp.org/iowa/2020-election-poll,True,
92,MT,Fabrizio Ward/Hart Research Associates,,8/30/2020,9/5/2020,9/10/2020 10:08:00,1637,lv,Live Phone,43.0,50.0,-7.0,,,https://states.aarp.org/iowa/2020-election-poll,True,
93,--,Kaiser Family Foundation,,8/28/2020,9/3/2020,9/10/2020 9:08:00,989,rv,Live Phone,48.0,43.0,5.0,,,https://www.kff.org/coronavirus-covid-19/report/kff-health-tracking-poll-september-2020,True,
94,--,Redfield & Wilton Strategies,,9/7/2020,9/8/2020,9/9/2020 23:30:00,1852,lv,Online,49.0,40.0,9.0,,,https://redfieldandwiltonstrategies.com/latest-usa-voting-intention-7-8-september/,True,
95,OK,SoonerPoll,News9/Newson6,9/2/2020,9/8/2020,9/9/2020 23:25:00,486,lv,Live Phone/Online,35.0,60.0,-25.0,1.0,,https://soonerpoll.com/news9-newson6-poll-trump-performing-better-than-four-years-ago-besting-biden-but-not-by-as-much-as-clinton/,True,
96,MN,SurveyUSA,,9/4/2020,9/7/2020,9/9/2020 18:37:00,553,lv,Online,49.0,40.0,9.0,,,http://www.surveyusa.com/client/PollReport.aspx?g=cc902191-9d67-498a-aa9c-d59233e2c85b,True,
97,--,The Harris Poll,Harvard,8/31/2020,9/2/2020,9/9/2020 14:19:00,1604,rv,Online,54.0,46.0,8.0,,,https://harvardharrispoll.com/wp-content/uploads/2020/09/August2020_HHP_RegisteredVoters_Topline.pdf,True,
98,FL,St Pete Polls,,9/7/2020,9/8/2020,9/9/2020 14:13:00,2689,lv,Online,50.0,47.0,3.0,,,http://stpetepolls.org/files/StPetePolls_2020_State_President_September8_O3DH1.pdf,True,
99,WI,Marquette University Law School,,8/30/2020,9/3/2020,9/9/2020 13:25:00,688,lv,Live Phone,47.0,43.0,4.0,4.0,,https://www.youtube.com/watch?v=qd5LNhdapy0,True,
100,--,Research Co.,,9/4/2020,9/6/2020,9/9/2020 10:05:00,1114,lv,Online,49.0,41.0,8.0,2.0,,https://researchco.ca/2020/09/09/trump-vs-biden-4/,True,
101,--,YouGov,Economist,9/6/2020,9/8/2020,9/9/2020 8:42:00,1057,lv,Online,52.0,43.0,9.0,,,https://today.yougov.com/topics/economist/survey-results,True,
102,--,Ipsos,Reuters,9/2/2020,9/8/2020,9/9/2020 8:26:00,823,lv,Online,52.0,40.0,12.0,,,https://www.reuters.com/article/usa-election-poll/poll-biden-leads-trump-by-12-points-nationally-among-likely-voters-reuters-ipsos-idUSL1N2G529V,True,
103,PA,Marist College,,8/31/2020,9/7/2020,9/9/2020 8:25:00,771,lv,Live Phone,53.0,44.0,9.0,,,http://maristpoll.marist.edu/wp-content/uploads/2020/09/NBC-News_Marist-Poll_PA-Likely-Voters_NOS-and-Tables_202009081145.pdf,True,
104,TX,Morning Consult,,8/29/2020,9/7/2020,9/9/2020 8:22:00,2829,lv,Online,46.0,46.0,0.0,,,https://morningconsult.com/2020/09/09/trump-biden-race-tightens-2020-polling/,True,
105,PA,Morning Consult,,8/29/2020,9/7/2020,9/9/2020 8:22:00,2277,lv,Online,50.0,45.0,5.0,,,https://morningconsult.com/2020/09/09/trump-biden-race-tightens-2020-polling/,True,
106,OH,Morning Consult,,8/29/2020,9/7/2020,9/9/2020 8:22:00,1963,lv,Online,45.0,50.0,-5.0,,,https://morningconsult.com/2020/09/09/trump-biden-race-tightens-2020-polling/,True,
107,NC,Morning Consult,,8/29/2020,9/7/2020,9/9/2020 8:22:00,1592,lv,Online,48.0,47.0,1.0,,,https://morningconsult.com/2020/09/09/trump-biden-race-tightens-2020-polling/,True,
108,MN,Morning Consult,,8/29/2020,9/7/2020,9/9/2020 8:22:00,649,lv,Online,49.0,44.0,5.0,,,https://morningconsult.com/2020/09/09/trump-biden-race-tightens-2020-polling/,True,
109,MI,Morning Consult,,8/29/2020,9/7/2020,9/9/2020 8:22:00,1455,lv,Online,52.0,42.0,10.0,,,https://morningconsult.com/2020/09/09/trump-biden-race-tightens-2020-polling/,True,
110,GA,Morning Consult,,8/29/2020,9/7/2020,9/9/2020 8:22:00,1486,lv,Online,46.0,48.0,-2.0,,,https://morningconsult.com/2020/09/09/trump-biden-race-tightens-2020-polling/,True,
111,FL,Morning Consult,,8/29/2020,9/7/2020,9/9/2020 8:22:00,3914,lv,Online,50.0,45.0,5.0,,,https://morningconsult.com/2020/09/09/trump-biden-race-tightens-2020-polling/,True,
112,CO,Morning Consult,,8/29/2020,9/7/2020,9/9/2020 8:22:00,657,lv,Online,49.0,43.0,6.0,,,https://morningconsult.com/2020/09/09/trump-biden-race-tightens-2020-polling/,True,
113,AZ,Morning Consult,,8/29/2020,9/7/2020,9/9/2020 8:22:00,901,lv,Online,49.0,46.0,3.0,,,https://morningconsult.com/2020/09/09/trump-biden-race-tightens-2020-polling/,True,
114,--,Change Research,CNBC,9/4/2020,9/6/2020,9/9/2020 8:19:00,1902,lv,Online,49.0,43.0,6.0,5.0,,https://changeresearch.com/post/states-of-play-battleground-wave-13/,True,
115,WI,Change Research,CNBC,9/4/2020,9/6/2020,9/9/2020 8:19:00,501,lv,Online,50.0,44.0,6.0,,,https://www.cnbc.com/2020/09/09/2020-election-polls-trump-leads-biden-in-az-fl-mi-nc-pa-and-wi.html,True,
116,PA,Change Research,CNBC,9/4/2020,9/6/2020,9/9/2020 8:19:00,829,lv,Online,50.0,46.0,4.0,,,https://www.cnbc.com/2020/09/09/2020-election-polls-trump-leads-biden-in-az-fl-mi-nc-pa-and-wi.html,True,
117,NC,Change Research,CNBC,9/4/2020,9/6/2020,9/9/2020 8:19:00,442,lv,Online,49.0,47.0,2.0,,,https://www.cnbc.com/2020/09/09/2020-election-polls-trump-leads-biden-in-az-fl-mi-nc-pa-and-wi.html,True,
118,MI,Change Research,CNBC,9/4/2020,9/6/2020,9/9/2020 8:19:00,876,lv,Online,49.0,43.0,6.0,,,https://www.cnbc.com/2020/09/09/2020-election-polls-trump-leads-biden-in-az-fl-mi-nc-pa-and-wi.html,True,
119,FL,Change Research,CNBC,9/4/2020,9/6/2020,9/9/2020 8:19:00,1144,lv,Online,49.0,46.0,3.0,,,https://www.cnbc.com/2020/09/09/2020-election-polls-trump-leads-biden-in-az-fl-mi-nc-pa-and-wi.html,True,
120,AZ,Change Research,CNBC,9/4/2020,9/6/2020,9/9/2020 8:19:00,470,lv,Online,49.0,45.0,4.0,,,https://www.cnbc.com/2020/09/09/2020-election-polls-trump-leads-biden-in-az-fl-mi-nc-pa-and-wi.html,True,
